Route , Signal_start , Signal_end , Direction , netElements , switch , platform , crossing
R_01 , S01 , S02 , >> , ne1-ne41 , Sw18N , - , -
R_02 , S01 , S06 , >> , ne1-ne32 , Sw18R-Sw14N , - , -
R_03 , S01 , S07 , >> , ne1-ne31 , Sw18R-Sw14R , - , -
R_04 , S02 , S08 , >> , ne41-ne42 , - , - , -
R_05 , S03 , S09 , << , ne42-ne43 , Sw19N , - , -
R_06 , S03 , S10 , << , ne42-ne1 , Sw19R , - , -
R_07 , S04 , S10 , << , ne31-ne1 , - , - , -
R_08 , S05 , S10 , << , ne32-ne1 , - , - , -
